file|string|en|es|zh|es_php|zh_php
tool_iomadsite|explanation|Tool generates fake data for an IOMAD site. It can only be run by the administrator in Debugging mode. This \n     is only for test sites. It will completely destroy an existing site.|Esta herramienta genera datos falsos para un sitio IOMAD. Solo puede ser ejecutada por el administrador en modo de depuración. Este salto de línea es solo para sitios de prueba. Destruirá por completo un sitio existente.|此工具会为 IOMAD 站点生成虚假数据。它只能由管理员在调试模式下运行。此 \n 仅用于测试站点。它会彻底破坏现有站点。|$string['explanation'] = 'Esta herramienta genera datos falsos para un sitio IOMAD. Solo puede ser ejecutada por el administrador en modo de depuración. Este salto de línea es solo para sitios de prueba. Destruirá por completo un sitio existente.';|$string['explanation'] = '此工具会为 IOMAD 站点生成虚假数据。它只能由管理员在调试模式下运行。此 \n 仅用于测试站点。它会彻底破坏现有站点。';
tool_iomadsite|makesite|Make IOMAD fake development site|Crear un sitio de desarrollo falso para IOMAD|制作IOMAD虚假开发网站|$string['makesite'] = 'Crear un sitio de desarrollo falso para IOMAD';|$string['makesite'] = '制作IOMAD虚假开发网站';
tool_iomadsite|notdebugging|Developer debugging mode is required to run this tool|Se requiere el modo de depuración para desarrolladores para ejecutar esta herramienta.|运行此工具需要启用开发者调试模式。|$string['notdebugging'] = 'Se requiere el modo de depuración para desarrolladores para ejecutar esta herramienta.';|$string['notdebugging'] = '运行此工具需要启用开发者调试模式。';
tool_iomadsite|pluginname|IOMAD development data generator|Generador de datos de desarrollo IOMAD|IOMAD发展数据生成器|$string['pluginname'] = 'Generador de datos de desarrollo IOMAD';|$string['pluginname'] = 'IOMAD发展数据生成器';
tool_iomadsite|privacy:metadata|The IOMAD site generator admin tool only shows data stored in other locations.|La herramienta de administración del generador de sitios IOMAD solo muestra los datos almacenados en otras ubicaciones.|IOMAD站点生成器管理工具仅显示存储在其他位置的数据。|$string['privacy:metadata'] = 'La herramienta de administración del generador de sitios IOMAD solo muestra los datos almacenados en otras ubicaciones.';|$string['privacy:metadata'] = 'IOMAD站点生成器管理工具仅显示存储在其他位置的数据。';
auth_iomadoidc|pluginname|OpenID Connect|OpenID Connect|OpenID Connect|$string['pluginname'] = 'OpenID Connect';|$string['pluginname'] = 'OpenID Connect';
auth_iomadoidc|auth_iomadoidcdescription|The OpenID Connect authentication plugin provides single-sign-on functionality using configurable IdP.|El complemento de autenticación OpenID Connect proporciona funcionalidad de inicio de sesión único mediante un proveedor de identidad (IdP) configurable.|OpenID Connect 身份验证插件使用可配置的身份提供商 (IdP) 提供单点登录功能。|$string['auth_iomadoidcdescription'] = 'El complemento de autenticación OpenID Connect proporciona funcionalidad de inicio de sesión único mediante un proveedor de identidad (IdP) configurable.';|$string['auth_iomadoidcdescription'] = 'OpenID Connect 身份验证插件使用可配置的身份提供商 (IdP) 提供单点登录功能。';
auth_iomadoidc|settings_page_other_settings|Other options|Otras opciones|其他选项|$string['settings_page_other_settings'] = 'Otras opciones';|$string['settings_page_other_settings'] = '其他选项';
auth_iomadoidc|settings_page_application|IdP and authentication|IdP y autenticación|身份提供商和身份验证|$string['settings_page_application'] = 'IdP y autenticación';|$string['settings_page_application'] = '身份提供商和身份验证';
auth_iomadoidc|settings_page_cleanup_iomadoidc_tokens|Cleanup OpenID Connect tokens|Limpiar los tokens de OpenID Connect|清理 OpenID Connect 令牌|$string['settings_page_cleanup_iomadoidc_tokens'] = 'Limpiar los tokens de OpenID Connect';|$string['settings_page_cleanup_iomadoidc_tokens'] = '清理 OpenID Connect 令牌';
auth_iomadoidc|settings_page_field_mapping|Field mappings|Mapeo de campos|田间测绘|$string['settings_page_field_mapping'] = 'Mapeo de campos';|$string['settings_page_field_mapping'] = '田间测绘';
auth_iomadoidc|heading_basic|Basic settings|Configuración básica|基本设置|$string['heading_basic'] = 'Configuración básica';|$string['heading_basic'] = '基本设置';
auth_iomadoidc|heading_additional_options|Additional options|Opciones adicionales|其他选项|$string['heading_additional_options'] = 'Opciones adicionales';|$string['heading_additional_options'] = '其他选项';
auth_iomadoidc|heading_user_restrictions|User restrictions|Restricciones de usuario|用户限制|$string['heading_user_restrictions'] = 'Restricciones de usuario';|$string['heading_user_restrictions'] = '用户限制';
auth_iomadoidc|heading_sign_out|Sign out integration|Integración de cierre de sesión|注销集成|$string['heading_sign_out'] = 'Integración de cierre de sesión';|$string['heading_sign_out'] = '注销集成';
auth_iomadoidc|heading_display|Display|Mostrar|展示|$string['heading_display'] = 'Mostrar';|$string['heading_display'] = '展示';
auth_iomadoidc|heading_debugging|Debugging|Depuración|调试|$string['heading_debugging'] = 'Depuración';|$string['heading_debugging'] = '调试';
auth_iomadoidc|idptype|Identity Provider (IdP) Type|Tipo de proveedor de identidad (IdP)|身份提供商 (IdP) 类型|$string['idptype'] = 'Tipo de proveedor de identidad (IdP)';|$string['idptype'] = '身份提供商 (IdP) 类型';
auth_iomadoidc|idptype_help|Three types of IdP are currently supported: \n <ul> \n <li><b>Microsoft Entra ID (v1.0)</b>: Microsoft Entra ID with oauth2 v1.0 endpoints, e.g. https://login.microsoftonline.com/common/oauth2/authorize.</li> \n <li><b>Microsoft identity platform (v2.0)</b>: Microsoft Entra ID with oath2 v2.0 endpoints, e.g. https://login.microsoftonline.com/common/oauth2/v2.0/authorize.</li> \n <li><b>Other</b>: any non Microsoft IdP.</li> \n </ul> \n The differences between <b>Microsoft Entra ID (v1.0)</b> and <b>Microsoft identity platform (v2.0)</b> options can be found at <a href="https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison">https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison</a>.<br/> \n Notably, the configured application can use <b>certificate</b> besides <b>secret</b> for authentication when using <b>Microsoft identity platform (v2.0)</b> IdP.<br/> \n Authorization and token endpoints need to be configured according to the configured IdP type.|Actualmente se admiten tres tipos de IdP: \n <ul> \n <li><b>Microsoft Entra ID (v1.0)</b>: Microsoft Entra ID con puntos finales oauth2 v1.0, p. ej. https://login.microsoftonline.com/common/oauth2/authorize.</li> \n <li><b>Plataforma de identidad de Microsoft (v2.0)</b>: Microsoft Entra ID con puntos finales oauth2 v2.0, p. ej. https://login.microsoftonline.com/common/oauth2/v2.0/authorize.</li> \n <li><b>Otros</b>: cualquier IdP que no sea de Microsoft.</li> \n </ul> \n Las diferencias entre las opciones <b>Microsoft Entra ID (v1.0)</b> y <b>Microsoft identity platform (v2.0)</b> se pueden encontrar en <a href="https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison">https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison</a>.<br/> \n Cabe destacar que la aplicación configurada puede usar <b>certificado</b> además de <b>secreto</b> para la autenticación cuando se utiliza <b>Plataforma de identidad de Microsoft (v2.0)</b> IdP.<br/> \n Los puntos finales de autorización y token deben configurarse de acuerdo con el tipo de IdP configurado.|目前支持三种类型的身份提供商 (IdP)：\n <ul> \n <li><b>Microsoft Entra ID (v1.0)</b>：具有 OAuth2 v1.0 终结点的 Microsoft Entra ID，例如 https://login.microsoftonline.com/common/oauth2/authorize。</li> \n <li><b>Microsoft Identity Platform (v2.0)</b>：具有 OAuth2 v2.0 终结点的 Microsoft Entra ID，例如 https://login.microsoftonline.com/common/oauth2/authorize。</li> https://login.microsoftonline.com/common/oauth2/v2.0/authorize.</li> \n <li><b>其他</b>：任何非 Microsoft 身份提供商。</li> \n </ul> \n 您可以在 <a href="https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison">https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison</a> 找到 <b>Microsoft Entra ID (v1.0)</b> 和 <b>Microsoft 身份平台 (v2.0)</b> 选项之间的区别。<br/> \n 值得注意的是，在使用 <b>Microsoft 身份平台</b> 时，配置的应用程序除了可以使用 <b>secret</b> 之外，还可以使用 <b>certificate</b> 进行身份验证。 （v2.0）</b> IdP。<br/> \n 授权和令牌端点需要根据配置的 IdP 类型进行配置。|$string['idptype_help'] = 'Actualmente se admiten tres tipos de IdP: \n <ul> \n <li><b>Microsoft Entra ID (v1.0)</b>: Microsoft Entra ID con puntos finales oauth2 v1.0, p. ej. https://login.microsoftonline.com/common/oauth2/authorize.</li> \n <li><b>Plataforma de identidad de Microsoft (v2.0)</b>: Microsoft Entra ID con puntos finales oauth2 v2.0, p. ej. https://login.microsoftonline.com/common/oauth2/v2.0/authorize.</li> \n <li><b>Otros</b>: cualquier IdP que no sea de Microsoft.</li> \n </ul> \n Las diferencias entre las opciones <b>Microsoft Entra ID (v1.0)</b> y <b>Microsoft identity platform (v2.0)</b> se pueden encontrar en <a href="https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison">https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison</a>.<br/> \n Cabe destacar que la aplicación configurada puede usar <b>certificado</b> además de <b>secreto</b> para la autenticación cuando se utiliza <b>Plataforma de identidad de Microsoft (v2.0)</b> IdP.<br/> \n Los puntos finales de autorización y token deben configurarse de acuerdo con el tipo de IdP configurado.';|$string['idptype_help'] = '目前支持三种类型的身份提供商 (IdP)：\n <ul> \n <li><b>Microsoft Entra ID (v1.0)</b>：具有 OAuth2 v1.0 终结点的 Microsoft Entra ID，例如 https://login.microsoftonline.com/common/oauth2/authorize。</li> \n <li><b>Microsoft Identity Platform (v2.0)</b>：具有 OAuth2 v2.0 终结点的 Microsoft Entra ID，例如 https://login.microsoftonline.com/common/oauth2/authorize。</li> https://login.microsoftonline.com/common/oauth2/v2.0/authorize.</li> \n <li><b>其他</b>：任何非 Microsoft 身份提供商。</li> \n </ul> \n 您可以在 <a href="https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison">https://docs.microsoft.com/en-us/azure/active-directory/azuread-dev/azure-ad-endpoint-comparison</a> 找到 <b>Microsoft Entra ID (v1.0)</b> 和 <b>Microsoft 身份平台 (v2.0)</b> 选项之间的区别。<br/> \n 值得注意的是，在使用 <b>Microsoft 身份平台</b> 时，配置的应用程序除了可以使用 <b>secret</b> 之外，还可以使用 <b>certificate</b> 进行身份验证。 （v2.0）</b> IdP。<br/> \n 授权和令牌端点需要根据配置的 IdP 类型进行配置。';
auth_iomadoidc|idp_type_microsoft_entra_id|Microsoft Entra ID (v1.0)|Microsoft Entra ID (v1.0)|Microsoft Entra ID（v1.0）|$string['idp_type_microsoft_entra_id'] = 'Microsoft Entra ID (v1.0)';|$string['idp_type_microsoft_entra_id'] = 'Microsoft Entra ID（v1.0）';
auth_iomadoidc|idp_type_microsoft_identity_platform|Microsoft identity platform (v2.0)|Plataforma de identidad de Microsoft (v2.0)|Microsoft 身份平台（v2.0）|$string['idp_type_microsoft_identity_platform'] = 'Plataforma de identidad de Microsoft (v2.0)';|$string['idp_type_microsoft_identity_platform'] = 'Microsoft 身份平台（v2.0）';
auth_iomadoidc|idp_type_other|Other|Otro|其他|$string['idp_type_other'] = 'Otro';|$string['idp_type_other'] = '其他';
auth_iomadoidc|cfg_authenticationlink_desc|<a href="{$a}" target="_blank">Link to IdP and authentication configuration</a>|<a href="{$a}" target="_blank">Enlace a la configuración de IdP y autenticación</a>|<a href="{$a}" target="_blank">链接到身份提供商和身份验证配置</a>|$string['cfg_authenticationlink_desc'] = '<a href="{$a}" target="_blank">Enlace a la configuración de IdP y autenticación</a>';|$string['cfg_authenticationlink_desc'] = '<a href="{$a}" target="_blank">链接到身份提供商和身份验证配置</a>';
auth_iomadoidc|authendpoint|Authorization Endpoint|Punto final de autorización|授权端点|$string['authendpoint'] = 'Punto final de autorización';|$string['authendpoint'] = '授权端点';
auth_iomadoidc|authendpoint_help|The URI of the Authorization endpoint from your IdP to use.<br/> \n Note if the site is to be configured to allow users from other tenants to access, tenant specific authorization endpoint cannot be used.|La URI del punto final de autorización de su IdP que debe usar.<br/> \n Tenga en cuenta que si el sitio se va a configurar para permitir el acceso a usuarios de otros inquilinos, no se puede utilizar el punto final de autorización específico del inquilino.|要使用的来自身份提供商 (IdP) 的授权端点的 URI。<br/> \n 注意：如果要将站点配置为允许其他租户的用户访问，则不能使用租户特定的授权端点。|$string['authendpoint_help'] = 'La URI del punto final de autorización de su IdP que debe usar.<br/> \n Tenga en cuenta que si el sitio se va a configurar para permitir el acceso a usuarios de otros inquilinos, no se puede utilizar el punto final de autorización específico del inquilino.';|$string['authendpoint_help'] = '要使用的来自身份提供商 (IdP) 的授权端点的 URI。<br/> \n 注意：如果要将站点配置为允许其他租户的用户访问，则不能使用租户特定的授权端点。';
